-0.41684888513308616;0.0372002031551138;264;29
-0.4076449421808331;0.07950669882707495;548;45
-0.406578087544035;0.08133710063872973;328;31
-0.4151799037722422;0.0544278128409409;247;37
-0.3996285845383931;0.061723969012346516;226;33
-0.44453253030264483;0.0763413345560836;261;30
-0.4040904140973904;0.02801161055828862;216;38
-0.40896698879670673;0.038354477931067894;238;30
-0.4003486530660368;0.006452280472469788;184;29
-0.4223249492078578;0.0032241180022432136;206;39
-0.39802947560361285;-0.021684438887509136;162;38
-0.40118059146235613;-0.024578404711421323;174;37
-0.40641714235016546;0.002178674753057049;196;31
-0.38678693161189287;-0.01931420734760905;158;31
-0.40261831190078595;0.02137978363044037;200;38
-0.3994404772069318;-0.006957363904615648;160;37
-0.4168666379608414;-0.008449076014482079;158;35
-0.3782621258428419;-0.062450480789739006;152;47
-0.3981647922795964;-0.04626622016500275;147;34
-0.351503739346635;-0.04598740848319753;117;43
-0.4124162250702734;-0.03778785803794412;126;47
-0.3997593326806724;-0.07497650036562535;140;30
-0.38641398981557273;-0.082356401360585;128;43
-0.3727206388621187;-0.10080974432446127;101;47
-0.3765621347966185;-0.13445335600581335;126;49
-0.3389886610615403;-0.0874839497950563;97;41
-0.45502909286908844;-0.10739931023730083;94;39
-0.36795597690666987;-0.08702868589627634;98;43
-0.25913693756414397;0.019846870033998647;83;33
-0.29236904793756197;-0.146038841371639;81;37
-0.29339417420841285;-0.09351972495202164;80;34
-0.3356676752247981;-0.13404816646366255;89;32
-0.36502178089755355;-0.15387896541133045;85;47
-0.29365575520130704;-0.16569771339736838;80;38
-0.3486283349534655;-0.17850570703904703;82;40
-0.2927888016442909;-0.19962338316166897;83;48
-0.3056473701074654;-0.16010519388763253;77;48
-0.31889684110421973;-0.1806142529211033;58;36
-0.27585878994415935;-0.1833089530808188;67;35
-0.248640666835722;-0.17433440497818697;54;40
-0.3069994469097377;-0.19224601563440138;61;37
-0.25658784176239285;-0.17452899958898338;58;47
-0.26036074026647954;-0.2192338895087334;65;58
-0.31285184517258396;-0.2797734607569359;62;50
-0.2603320222865322;-0.22471364079970488;65;39
-0.28532577700382245;-0.38869516800183096;43;32
-0.23649546413373754;-0.22332312031831308;55;50
-0.2396853222538323;-0.3197561859487177;59;52
-0.28026767466586106;-0.2969337367356348;54;49
-0.23430363301037582;-0.25760555080379344;66;48
-0.21884027475896317;-0.29220118892281355;52;43
-0.20369054701996345;-0.2878233786771272;49;36
-0.10592056986842104;-0.20382563932729303;40;39
-0.18565291243389673;-0.26403407555795605;55;37
-0.1596802163945687;-0.2981726705647584;47;33
-0.18704449275962357;-0.324690072546102;52;44
-0.13448382835390024;-0.2916677555783904;47;35
-0.17982848612676522;-0.29946992324592536;47;52
-0.17783455961852768;-0.28256340205988656;58;48
-0.22384827665503082;-0.31449863972218706;45;40
-0.13531152767045587;-0.32484482573733636;52;47
-0.10784873240901777;-0.3440892813007141;52;54
-0.0862692446883474;-0.33905964984306197;49;75
-0.08317386079167868;-0.362746739067089;40;34
-0.07798069958247077;-0.35763332666691117;51;36
-0.09087579590140404;-0.37591280748035844;45;51
-0.14255432484766953;-0.5025479283990839;41;46
-0.09305346168598053;-0.3520184320843587;51;40
-0.04040584650078385;-0.38238309051146424;47;40
-0.037733220314426164;-0.3916796246118541;47;37
-0.1305375171940299;-0.3649382237859067;48;43
-0.10388401420915644;-0.37763459270846317;42;35
-0.08602406031716388;-0.4314947965416282;43;41
-0.019914233089847425;-0.3864141475232608;52;53
-0.06764553123657176;-0.447303942485539;52;47
-0.01813070671163948;-0.411154437111169;49;40
-0.05114435733328603;-0.41665080785651926;50;46
0.06768802658553245;-0.3560848494576878;46;51
-0.07608651458080916;-0.36173023053492714;54;34
-0.006810486204787065;-0.42921660478013846;40;43
-0.004351549803473395;-0.41317996205030916;47;33
0.15338345586261895;-0.39534033750363384;52;36
-0.02781739925092165;-0.39781199482151636;42;35
0.014182587827227222;-0.4437040983183686;49;34
0.02101588903502882;-0.42604535308669095;50;41
0.012718047325389812;-0.46761357810068643;47;32
0.032155111116860355;-0.4566739421985017;59;46
0.0535247466793223;-0.433121608799361;59;47
0.07736769244977168;-0.4269114574734054;56;39
0.13797546240270073;-0.4689209909525404;46;29
0.05134267290361805;-0.4507597214290169;47;33
0.10894959061141887;-0.4380780507666728;62;47
0.0949533751454342;-0.4757529370674079;55;38
0.1822842368725774;-0.46135044409204035;56;31
0.09679968442736993;-0.49280427509067326;48;25
0.14706502199575172;-0.4695723124912095;59;37
0.058689414883280715;-0.41744182828086984;57;39
0.1580645299003635;-0.45792162536322206;43;22
0.13823259533979365;-0.4809441816117435;46;32
0.14890604922574135;-0.4672384482067599;46;30
0.19558986251651841;-0.48472936924222354;51;33
0.19226417333339757;-0.456869529789019;54;46
0.22896324976558413;-0.47123230499613183;49;40
0.19846628323022678;-0.4702391907941914;48;53
0.2077063101945452;-0.46951496554149985;48;36
0.20702168195585519;-0.478255628523597;47;45
0.13270424799581992;-0.47623139671830567;45;40
0.21887168296496445;-0.451394859651878;50;36
0.23069104229615056;-0.447660426623657;50;44
